"","sample","compound","value","dilution","run","tube_label"
"1920","30","alanine",75034,"dilute","SBR3",30
"1921","31","alanine",112776,"dilute","SBR3",31
"1922","32","alanine",95009,"dilute","SBR3",32
"1923","33","alanine",74764,"dilute","SBR3",33
"1924","34","alanine",57735,"dilute","SBR3",34
"1925","35","alanine",50141,"dilute","SBR3",35
"1926","36","alanine",101511,"dilute","SBR3",36
"1927","37","alanine",224569,"dilute","SBR3",37
"1928","38","alanine",180365,"dilute","SBR3",38
"1929","39","alanine",109484,"dilute","SBR3",39
"1930","40","alanine",98743,"dilute","SBR3",40
"1931","1","glycine",61994,"dilute","SBR3",1
"1932","2","glycine",69133,"dilute","SBR3",2
"1933","3","glycine",41308,"dilute","SBR3",3
"1934","4","glycine",32943,"dilute","SBR3",4
"1935","5","glycine",63112,"dilute","SBR3",5
"1936","6","glycine",34321,"dilute","SBR3",6
"1937","7","glycine",45959,"dilute","SBR3",7
"1938","8","glycine",126613,"dilute","SBR3",8
"1939","9","glycine",57397,"dilute","SBR3",9
"1940","10","glycine",50709,"dilute","SBR3",10
"1941","21","glycine",47956,"dilute","SBR3",21
"1942","22","glycine",131693,"dilute","SBR3",22
"1943","23","glycine",70358,"dilute","SBR3",23
"1944","24","glycine",95658,"dilute","SBR3",24
"1945","25","glycine",113198,"dilute","SBR3",25
"1946","26","glycine",127465,"dilute","SBR3",26
"1947","27","glycine",266917,"dilute","SBR3",27
"1948","28","glycine",182271,"dilute","SBR3",28
"1949","29","glycine",214526,"dilute","SBR3",29
"1950","30","glycine",195397,"dilute","SBR3",30
"1951","31","glycine",76685,"dilute","SBR3",31
"1952","32","glycine",73805,"dilute","SBR3",32
"1953","33","glycine",38961,"dilute","SBR3",33
"1954","34","glycine",36851,"dilute","SBR3",34
"1955","35","glycine",31368,"dilute","SBR3",35
"1956","36","glycine",80632,"dilute","SBR3",36
"1957","37","glycine",125758,"dilute","SBR3",37
"1958","38","glycine",96044,"dilute","SBR3",38
"1959","39","glycine",77771,"dilute","SBR3",39
"1960","40","glycine",85822,"dilute","SBR3",40
"1961","c1","X3.aminoisobutyrate",1,"concentrate","SBR3",1
"1962","c2","X3.aminoisobutyrate",2070,"concentrate","SBR3",2
"1963","c3","X3.aminoisobutyrate",2697,"concentrate","SBR3",3
"1964","c4","X3.aminoisobutyrate",4190,"concentrate","SBR3",4
"1965","c5","X3.aminoisobutyrate",2242,"concentrate","SBR3",5
"1966","c6","X3.aminoisobutyrate",6858,"concentrate","SBR3",6
"1967","c7","X3.aminoisobutyrate",244,"concentrate","SBR3",7
"1968","c8","X3.aminoisobutyrate",4130,"concentrate","SBR3",8
"1969","c9","X3.aminoisobutyrate",3094,"concentrate","SBR3",9
"1970","c10","X3.aminoisobutyrate",3706,"concentrate","SBR3",10
"1971","c21","X3.aminoisobutyrate",1701,"concentrate","SBR3",21
"1972","c22","X3.aminoisobutyrate",455,"concentrate","SBR3",22
"1973","c23","X3.aminoisobutyrate",1758,"concentrate","SBR3",23
"1974","c24","X3.aminoisobutyrate",1027,"concentrate","SBR3",24
"1975","c25","X3.aminoisobutyrate",3152,"concentrate","SBR3",25
"1976","c26","X3.aminoisobutyrate",2143,"concentrate","SBR3",26
"1977","c27","X3.aminoisobutyrate",4313,"concentrate","SBR3",27
"1978","c28","X3.aminoisobutyrate",5030,"concentrate","SBR3",28
"1979","c29","X3.aminoisobutyrate",1930,"concentrate","SBR3",29
"1980","c30","X3.aminoisobutyrate",1465,"concentrate","SBR3",30
"1981","c31","X3.aminoisobutyrate",3522,"concentrate","SBR3",31
"1982","c32","X3.aminoisobutyrate",2349,"concentrate","SBR3",32
"1983","c33","X3.aminoisobutyrate",3401,"concentrate","SBR3",33
"1984","c34","X3.aminoisobutyrate",3627,"concentrate","SBR3",34
"1985","c35","X3.aminoisobutyrate",6342,"concentrate","SBR3",35
"1986","c36","X3.aminoisobutyrate",16531,"concentrate","SBR3",36
"1987","c37","X3.aminoisobutyrate",57310,"concentrate","SBR3",37
"1988","c38","X3.aminoisobutyrate",29197,"concentrate","SBR3",38
"1989","c39","X3.aminoisobutyrate",22281,"concentrate","SBR3",39
"1990","c40","X3.aminoisobutyrate",3932,"concentrate","SBR3",40
"1991","1","phenylalanine",13927,"dilute","SBR3",1
"1992","2","phenylalanine",20073,"dilute","SBR3",2
"1993","3","phenylalanine",9709,"dilute","SBR3",3
"1994","4","phenylalanine",10676,"dilute","SBR3",4
"1995","5","phenylalanine",48764,"dilute","SBR3",5
"1996","6","phenylalanine",12684,"dilute","SBR3",6
"1997","7","phenylalanine",17661,"dilute","SBR3",7
"1998","8","phenylalanine",95384,"dilute","SBR3",8
"1999","9","phenylalanine",16262,"dilute","SBR3",9
"2000","10","phenylalanine",31440,"dilute","SBR3",10
"2001","21","phenylalanine",14330,"dilute","SBR3",21
"2002","22","phenylalanine",15822,"dilute","SBR3",22
"2003","23","phenylalanine",6993,"dilute","SBR3",23
"2004","24","phenylalanine",14360,"dilute","SBR3",24
"2005","25","phenylalanine",22038,"dilute","SBR3",25
"2006","26","phenylalanine",32605,"dilute","SBR3",26
"2007","27","phenylalanine",28811,"dilute","SBR3",27
"2008","28","phenylalanine",22789,"dilute","SBR3",28
"2009","29","phenylalanine",22578,"dilute","SBR3",29
"2010","30","phenylalanine",34539,"dilute","SBR3",30
"2011","31","phenylalanine",33184,"dilute","SBR3",31
"2012","32","phenylalanine",25246,"dilute","SBR3",32
"2013","33","phenylalanine",14988,"dilute","SBR3",33
"2014","34","phenylalanine",14991,"dilute","SBR3",34
"2015","35","phenylalanine",12792,"dilute","SBR3",35
"2016","36","phenylalanine",30290,"dilute","SBR3",36
"2017","37","phenylalanine",54916,"dilute","SBR3",37
"2018","38","phenylalanine",49005,"dilute","SBR3",38
"2019","39","phenylalanine",23047,"dilute","SBR3",39
"2020","40","phenylalanine",20861,"dilute","SBR3",40
"2021","c1","palmitate",156190,"concentrate","SBR3",1
"2022","c2","palmitate",264596,"concentrate","SBR3",2
"2023","c3","palmitate",222915,"concentrate","SBR3",3
"2024","c4","palmitate",212888,"concentrate","SBR3",4
"2025","c5","palmitate",1261489,"concentrate","SBR3",5
"2026","c6","palmitate",280370,"concentrate","SBR3",6
"2027","c7","palmitate",343900,"concentrate","SBR3",7
"2028","c8","palmitate",5829942,"concentrate","SBR3",8
"2029","c9","palmitate",358662,"concentrate","SBR3",9
"2030","c10","palmitate",6207446,"concentrate","SBR3",10
"2031","c21","palmitate",419273,"concentrate","SBR3",21
"2032","c22","palmitate",175110,"concentrate","SBR3",22
"2033","c23","palmitate",148769,"concentrate","SBR3",23
"2034","c24","palmitate",240899,"concentrate","SBR3",24
"2035","c25","palmitate",258705,"concentrate","SBR3",25
"2036","c26","palmitate",231478,"concentrate","SBR3",26
"2037","c27","palmitate",1102288,"concentrate","SBR3",27
"2038","c28","palmitate",599252,"concentrate","SBR3",28
"2039","c29","palmitate",553324,"concentrate","SBR3",29
"2040","c30","palmitate",645479,"concentrate","SBR3",30
"2041","c31","palmitate",633126,"concentrate","SBR3",31
"2042","c32","palmitate",515098,"concentrate","SBR3",32
"2043","c33","palmitate",364830,"concentrate","SBR3",33
"2044","c34","palmitate",394822,"concentrate","SBR3",34
"2045","c35","palmitate",673494,"concentrate","SBR3",35
"2046","c36","palmitate",959241,"concentrate","SBR3",36
"2047","c37","palmitate",3101629,"concentrate","SBR3",37
"2048","c38","palmitate",1292519,"concentrate","SBR3",38
"2049","c39","palmitate",1170482,"concentrate","SBR3",39
"2050","c40","palmitate",588712,"concentrate","SBR3",40
"2051","c1","threonine",94,"concentrate","SBR3",1
"2052","c2","threonine",1459,"concentrate","SBR3",2
"2053","c3","threonine",659,"concentrate","SBR3",3
"2054","c4","threonine",1,"concentrate","SBR3",4
"2055","c5","threonine",6848,"concentrate","SBR3",5
"2056","c6","threonine",1444,"concentrate","SBR3",6
"2057","c7","threonine",2005,"concentrate","SBR3",7
"2058","c8","threonine",8072,"concentrate","SBR3",8
"2059","c9","threonine",1872,"concentrate","SBR3",9
"2060","c10","threonine",878,"concentrate","SBR3",10
"2061","c21","threonine",2532,"concentrate","SBR3",21
"2062","c22","threonine",4370,"concentrate","SBR3",22
"2063","c23","threonine",957,"concentrate","SBR3",23
"2064","c24","threonine",669,"concentrate","SBR3",24
"2065","c25","threonine",2405,"concentrate","SBR3",25
"2066","c26","threonine",496,"concentrate","SBR3",26
"2067","c27","threonine",7622,"concentrate","SBR3",27
"2068","c28","threonine",1961,"concentrate","SBR3",28
"2069","c29","threonine",1734,"concentrate","SBR3",29
"2070","c30","threonine",5344,"concentrate","SBR3",30
"2071","c31","threonine",2426,"concentrate","SBR3",31
"2072","c32","threonine",5540,"concentrate","SBR3",32
"2073","c33","threonine",2168,"concentrate","SBR3",33
"2074","c34","threonine",2727,"concentrate","SBR3",34
"2075","c35","threonine",1831,"concentrate","SBR3",35
"2076","c36","threonine",6647,"concentrate","SBR3",36
"2077","c37","threonine",721,"concentrate","SBR3",37
"2078","c38","threonine",5422,"concentrate","SBR3",38
"2079","c39","threonine",7878,"concentrate","SBR3",39
"2080","c40","threonine",4939,"concentrate","SBR3",40
"2081","c1","X4.aminobutyrate",21386,"concentrate","SBR3",1
"2082","c2","X4.aminobutyrate",26390,"concentrate","SBR3",2
"2083","c3","X4.aminobutyrate",22093,"concentrate","SBR3",3
"2084","c4","X4.aminobutyrate",16485,"concentrate","SBR3",4
"2085","c5","X4.aminobutyrate",21888,"concentrate","SBR3",5
"2086","c6","X4.aminobutyrate",28463,"concentrate","SBR3",6
"2087","c7","X4.aminobutyrate",50407,"concentrate","SBR3",7
"2088","c8","X4.aminobutyrate",25018,"concentrate","SBR3",8
"2089","c9","X4.aminobutyrate",33696,"concentrate","SBR3",9
"2090","c10","X4.aminobutyrate",29787,"concentrate","SBR3",10
"2091","c21","X4.aminobutyrate",28406,"concentrate","SBR3",21
"2092","c22","X4.aminobutyrate",24873,"concentrate","SBR3",22
"2093","c23","X4.aminobutyrate",28246,"concentrate","SBR3",23
"2094","c24","X4.aminobutyrate",20440,"concentrate","SBR3",24
"2095","c25","X4.aminobutyrate",36462,"concentrate","SBR3",25
"2096","c26","X4.aminobutyrate",41492,"concentrate","SBR3",26
"2097","c27","X4.aminobutyrate",25567,"concentrate","SBR3",27
"2098","c28","X4.aminobutyrate",24425,"concentrate","SBR3",28
"2099","c29","X4.aminobutyrate",29164,"concentrate","SBR3",29
"2100","c30","X4.aminobutyrate",25309,"concentrate","SBR3",30
"2101","c31","X4.aminobutyrate",4429,"concentrate","SBR3",31
"2102","c32","X4.aminobutyrate",13602,"concentrate","SBR3",32
"2103","c33","X4.aminobutyrate",8514,"concentrate","SBR3",33
"2104","c34","X4.aminobutyrate",12775,"concentrate","SBR3",34
"2105","c35","X4.aminobutyrate",12990,"concentrate","SBR3",35
"2106","c36","X4.aminobutyrate",17871,"concentrate","SBR3",36
"2107","c37","X4.aminobutyrate",6451,"concentrate","SBR3",37
"2108","c38","X4.aminobutyrate",29234,"concentrate","SBR3",38
"2109","c39","X4.aminobutyrate",34265,"concentrate","SBR3",39
"2110","c40","X4.aminobutyrate",16991,"concentrate","SBR3",40
"2111","c1","desaminotyrosine",11804,"concentrate","SBR3",1
"2112","c2","desaminotyrosine",12475,"concentrate","SBR3",2
"2113","c3","desaminotyrosine",17629,"concentrate","SBR3",3
"2114","c4","desaminotyrosine",7552,"concentrate","SBR3",4
"2115","c5","desaminotyrosine",5015,"concentrate","SBR3",5
"2116","c6","desaminotyrosine",11939,"concentrate","SBR3",6
"2117","c7","desaminotyrosine",13141,"concentrate","SBR3",7
"2118","c8","desaminotyrosine",4168,"concentrate","SBR3",8
"2119","c9","desaminotyrosine",17991,"concentrate","SBR3",9
"2120","c10","desaminotyrosine",6487,"concentrate","SBR3",10
"2121","c21","desaminotyrosine",15674,"concentrate","SBR3",21
"2122","c22","desaminotyrosine",8240,"concentrate","SBR3",22
"2123","c23","desaminotyrosine",7432,"concentrate","SBR3",23
"2124","c24","desaminotyrosine",10169,"concentrate","SBR3",24
"2125","c25","desaminotyrosine",5607,"concentrate","SBR3",25
"2126","c26","desaminotyrosine",11915,"concentrate","SBR3",26
"2127","c27","desaminotyrosine",7099,"concentrate","SBR3",27
"2128","c28","desaminotyrosine",10577,"concentrate","SBR3",28
"2129","c29","desaminotyrosine",10480,"concentrate","SBR3",29
"2130","c30","desaminotyrosine",7151,"concentrate","SBR3",30
"2131","c31","desaminotyrosine",93214,"concentrate","SBR3",31
"2132","c32","desaminotyrosine",120905,"concentrate","SBR3",32
"2133","c33","desaminotyrosine",106826,"concentrate","SBR3",33
"2134","c34","desaminotyrosine",141820,"concentrate","SBR3",34
"2135","c35","desaminotyrosine",135956,"concentrate","SBR3",35
"2136","c36","desaminotyrosine",69716,"concentrate","SBR3",36
"2137","c37","desaminotyrosine",43852,"concentrate","SBR3",37
"2138","c38","desaminotyrosine",60992,"concentrate","SBR3",38
"2139","c39","desaminotyrosine",44574,"concentrate","SBR3",39
"2140","c40","desaminotyrosine",83972,"concentrate","SBR3",40
"2141","c1","X5.aminovalerate",848,"concentrate","SBR3",1
"2142","c2","X5.aminovalerate",107,"concentrate","SBR3",2
"2143","c3","X5.aminovalerate",1,"concentrate","SBR3",3
"2144","c4","X5.aminovalerate",1,"concentrate","SBR3",4
"2145","c5","X5.aminovalerate",1,"concentrate","SBR3",5
"2146","c6","X5.aminovalerate",414,"concentrate","SBR3",6
"2147","c7","X5.aminovalerate",225,"concentrate","SBR3",7
"2148","c8","X5.aminovalerate",550,"concentrate","SBR3",8
"2149","c9","X5.aminovalerate",1,"concentrate","SBR3",9
"2150","c10","X5.aminovalerate",1,"concentrate","SBR3",10
"2151","c21","X5.aminovalerate",80,"concentrate","SBR3",21
"2152","c22","X5.aminovalerate",1,"concentrate","SBR3",22
"2153","c23","X5.aminovalerate",535,"concentrate","SBR3",23
"2154","c24","X5.aminovalerate",1,"concentrate","SBR3",24
"2155","c25","X5.aminovalerate",288,"concentrate","SBR3",25
"2156","c26","X5.aminovalerate",1,"concentrate","SBR3",26
"2157","c27","X5.aminovalerate",496,"concentrate","SBR3",27
"2158","c28","X5.aminovalerate",319,"concentrate","SBR3",28
"2159","c29","X5.aminovalerate",32,"concentrate","SBR3",29
"2160","c30","X5.aminovalerate",834,"concentrate","SBR3",30
"2161","c31","X5.aminovalerate",257705,"concentrate","SBR3",31
"2162","c32","X5.aminovalerate",213854,"concentrate","SBR3",32
"2163","c33","X5.aminovalerate",224002,"concentrate","SBR3",33
"2164","c34","X5.aminovalerate",234578,"concentrate","SBR3",34
"2165","c35","X5.aminovalerate",196856,"concentrate","SBR3",35
"2166","c36","X5.aminovalerate",301506,"concentrate","SBR3",36
"2167","c37","X5.aminovalerate",168599,"concentrate","SBR3",37
"2168","c38","X5.aminovalerate",169289,"concentrate","SBR3",38
"2169","c39","X5.aminovalerate",132039,"concentrate","SBR3",39
"2170","c40","X5.aminovalerate",347075,"concentrate","SBR3",40
"2171","c1","asparate",11954,"concentrate","SBR3",1
"2172","c2","asparate",8260,"concentrate","SBR3",2
"2173","c3","asparate",10163,"concentrate","SBR3",3
"2174","c4","asparate",5636,"concentrate","SBR3",4
"2175","c5","asparate",21636,"concentrate","SBR3",5
"2176","c6","asparate",5790,"concentrate","SBR3",6
"2177","c7","asparate",10202,"concentrate","SBR3",7
"2178","c8","asparate",20660,"concentrate","SBR3",8
"2179","c9","asparate",7440,"concentrate","SBR3",9
"2180","c10","asparate",4227,"concentrate","SBR3",10
"2181","c21","asparate",16287,"concentrate","SBR3",21
"2182","c22","asparate",20092,"concentrate","SBR3",22
"2183","c23","asparate",12194,"concentrate","SBR3",23
"2184","c24","asparate",12674,"concentrate","SBR3",24
"2185","c25","asparate",16495,"concentrate","SBR3",25
"2186","c26","asparate",33917,"concentrate","SBR3",26
"2187","c27","asparate",24337,"concentrate","SBR3",27
"2188","c28","asparate",13359,"concentrate","SBR3",28
"2189","c29","asparate",19358,"concentrate","SBR3",29
"2190","c30","asparate",21271,"concentrate","SBR3",30
"2191","c31","asparate",37549,"concentrate","SBR3",31
"2192","c32","asparate",19280,"concentrate","SBR3",32
"2193","c33","asparate",27728,"concentrate","SBR3",33
"2194","c34","asparate",7600,"concentrate","SBR3",34
"2195","c35","asparate",16868,"concentrate","SBR3",35
"2196","c36","asparate",30158,"concentrate","SBR3",36
"2197","c37","asparate",26110,"concentrate","SBR3",37
"2198","c38","asparate",14957,"concentrate","SBR3",38
"2199","c39","asparate",12775,"concentrate","SBR3",39
"2200","c40","asparate",22121,"concentrate","SBR3",40
"2201","c1","methionine",7161,"concentrate","SBR3",1
"2202","c2","methionine",12186,"concentrate","SBR3",2
"2203","c3","methionine",14551,"concentrate","SBR3",3
"2204","c4","methionine",12752,"concentrate","SBR3",4
"2205","c5","methionine",33215,"concentrate","SBR3",5
"2206","c6","methionine",30159,"concentrate","SBR3",6
"2207","c7","methionine",25804,"concentrate","SBR3",7
"2208","c8","methionine",68483,"concentrate","SBR3",8
"2209","c9","methionine",6638,"concentrate","SBR3",9
"2210","c10","methionine",50577,"concentrate","SBR3",10
"2211","c21","methionine",14917,"concentrate","SBR3",21
"2212","c22","methionine",15332,"concentrate","SBR3",22
"2213","c23","methionine",6835,"concentrate","SBR3",23
"2214","c24","methionine",9796,"concentrate","SBR3",24
"2215","c25","methionine",20992,"concentrate","SBR3",25
"2216","c26","methionine",26936,"concentrate","SBR3",26
"2217","c27","methionine",34547,"concentrate","SBR3",27
"2218","c28","methionine",26141,"concentrate","SBR3",28
"2219","c29","methionine",21354,"concentrate","SBR3",29
"2220","c30","methionine",35508,"concentrate","SBR3",30
"2221","c31","methionine",35081,"concentrate","SBR3",31
"2222","c32","methionine",19002,"concentrate","SBR3",32
"2223","c33","methionine",16116,"concentrate","SBR3",33
"2224","c34","methionine",15136,"concentrate","SBR3",34
"2225","c35","methionine",14090,"concentrate","SBR3",35
"2226","c36","methionine",37311,"concentrate","SBR3",36
"2227","c37","methionine",42717,"concentrate","SBR3",37
"2228","c38","methionine",46696,"concentrate","SBR3",38
"2229","c39","methionine",24435,"concentrate","SBR3",39
"2230","c40","methionine",27531,"concentrate","SBR3",40
"2231","1","glutamate",7596,"dilute","SBR3",1
"2232","2","glutamate",8800,"dilute","SBR3",2
"2233","3","glutamate",7864,"dilute","SBR3",3
"2234","4","glutamate",3948,"dilute","SBR3",4
"2235","5","glutamate",8795,"dilute","SBR3",5
"2236","6","glutamate",6164,"dilute","SBR3",6
"2237","7","glutamate",7519,"dilute","SBR3",7
"2238","8","glutamate",8659,"dilute","SBR3",8
"2239","9","glutamate",5570,"dilute","SBR3",9
"2240","10","glutamate",2975,"dilute","SBR3",10
"2241","21","glutamate",6297,"dilute","SBR3",21
"2242","22","glutamate",5596,"dilute","SBR3",22
"2243","23","glutamate",4049,"dilute","SBR3",23
"2244","24","glutamate",3501,"dilute","SBR3",24
"2245","25","glutamate",4376,"dilute","SBR3",25
"2246","26","glutamate",5000,"dilute","SBR3",26
"2247","27","glutamate",5098,"dilute","SBR3",27
"2248","28","glutamate",8283,"dilute","SBR3",28
"2249","29","glutamate",5060,"dilute","SBR3",29
"2250","30","glutamate",6022,"dilute","SBR3",30
"2251","31","glutamate",22349,"dilute","SBR3",31
"2252","32","glutamate",8327,"dilute","SBR3",32
"2253","33","glutamate",14503,"dilute","SBR3",33
"2254","34","glutamate",7542,"dilute","SBR3",34
"2255","35","glutamate",8442,"dilute","SBR3",35
"2256","36","glutamate",13565,"dilute","SBR3",36
"2257","37","glutamate",13527,"dilute","SBR3",37
"2258","38","glutamate",13135,"dilute","SBR3",38
"2259","39","glutamate",13621,"dilute","SBR3",39
"2260","40","glutamate",13007,"dilute","SBR3",40
"2261","1","lysine",60359,"dilute","SBR3",1
"2262","2","lysine",60605,"dilute","SBR3",2
"2263","3","lysine",50965,"dilute","SBR3",3
"2264","4","lysine",123247,"dilute","SBR3",4
"2265","5","lysine",101989,"dilute","SBR3",5
"2266","6","lysine",96414,"dilute","SBR3",6
"2267","7","lysine",70895,"dilute","SBR3",7
"2268","8","lysine",286021,"dilute","SBR3",8
"2269","9","lysine",48049,"dilute","SBR3",9
"2270","10","lysine",213884,"dilute","SBR3",10
"2271","21","lysine",48312,"dilute","SBR3",21
"2272","22","lysine",40878,"dilute","SBR3",22
"2273","23","lysine",27311,"dilute","SBR3",23
"2274","24","lysine",43502,"dilute","SBR3",24
"2275","25","lysine",45044,"dilute","SBR3",25
"2276","26","lysine",77099,"dilute","SBR3",26
"2277","27","lysine",83617,"dilute","SBR3",27
"2278","28","lysine",69355,"dilute","SBR3",28
"2279","29","lysine",58140,"dilute","SBR3",29
"2280","30","lysine",67593,"dilute","SBR3",30
"2281","31","lysine",45543,"dilute","SBR3",31
"2282","32","lysine",24022,"dilute","SBR3",32
"2283","33","lysine",34976,"dilute","SBR3",33
"2284","34","lysine",31864,"dilute","SBR3",34
"2285","35","lysine",18967,"dilute","SBR3",35
"2286","36","lysine",42531,"dilute","SBR3",36
"2287","37","lysine",60865,"dilute","SBR3",37
"2288","38","lysine",54779,"dilute","SBR3",38
"2289","39","lysine",46767,"dilute","SBR3",39
"2290","40","lysine",39035,"dilute","SBR3",40
"2291","c1","tyramine",4407,"concentrate","SBR3",1
"2292","c2","tyramine",3246,"concentrate","SBR3",2
"2293","c3","tyramine",4328,"concentrate","SBR3",3
"2294","c4","tyramine",6491,"concentrate","SBR3",4
"2295","c5","tyramine",876,"concentrate","SBR3",5
"2296","c6","tyramine",1058,"concentrate","SBR3",6
"2297","c7","tyramine",51,"concentrate","SBR3",7
"2298","c8","tyramine",355412,"concentrate","SBR3",8
"2299","c9","tyramine",1346,"concentrate","SBR3",9
"2300","c10","tyramine",109632,"concentrate","SBR3",10
"2301","c21","tyramine",14305,"concentrate","SBR3",21
"2302","c22","tyramine",1,"concentrate","SBR3",22
"2303","c23","tyramine",1,"concentrate","SBR3",23
"2304","c24","tyramine",1,"concentrate","SBR3",24
"2305","c25","tyramine",1,"concentrate","SBR3",25
"2306","c26","tyramine",1,"concentrate","SBR3",26
"2307","c27","tyramine",1,"concentrate","SBR3",27
"2308","c28","tyramine",1,"concentrate","SBR3",28
"2309","c29","tyramine",674,"concentrate","SBR3",29
"2310","c30","tyramine",178,"concentrate","SBR3",30
"2311","c31","tyramine",892,"concentrate","SBR3",31
"2312","c32","tyramine",1586,"concentrate","SBR3",32
"2313","c33","tyramine",2467,"concentrate","SBR3",33
"2314","c34","tyramine",4056,"concentrate","SBR3",34
"2315","c35","tyramine",565,"concentrate","SBR3",35
"2316","c36","tyramine",2159,"concentrate","SBR3",36
"2317","c37","tyramine",2619,"concentrate","SBR3",37
"2318","c38","tyramine",2883,"concentrate","SBR3",38
"2319","c39","tyramine",3093,"concentrate","SBR3",39
"2320","c40","tyramine",1808,"concentrate","SBR3",40
"2321","c1","tryptophan",13457,"concentrate","SBR3",1
"2322","c2","tryptophan",1467,"concentrate","SBR3",2
"2323","c3","tryptophan",2481,"concentrate","SBR3",3
"2324","c4","tryptophan",4406,"concentrate","SBR3",4
"2325","c5","tryptophan",7482,"concentrate","SBR3",5
"2326","c6","tryptophan",5980,"concentrate","SBR3",6
"2327","c7","tryptophan",2828,"concentrate","SBR3",7
"2328","c8","tryptophan",9789,"concentrate","SBR3",8
"2329","c9","tryptophan",1430,"concentrate","SBR3",9
"2330","c10","tryptophan",6340,"concentrate","SBR3",10
"2331","c21","tryptophan",1575,"concentrate","SBR3",21
"2332","c22","tryptophan",1637,"concentrate","SBR3",22
"2333","c23","tryptophan",1070,"concentrate","SBR3",23
"2334","c24","tryptophan",1982,"concentrate","SBR3",24
"2335","c25","tryptophan",1867,"concentrate","SBR3",25
"2336","c26","tryptophan",2833,"concentrate","SBR3",26
"2337","c27","tryptophan",5497,"concentrate","SBR3",27
"2338","c28","tryptophan",3212,"concentrate","SBR3",28
"2339","c29","tryptophan",4357,"concentrate","SBR3",29
"2340","c30","tryptophan",4350,"concentrate","SBR3",30
"2341","c31","tryptophan",72,"concentrate","SBR3",31
"2342","c32","tryptophan",1,"concentrate","SBR3",32
"2343","c33","tryptophan",704,"concentrate","SBR3",33
"2344","c34","tryptophan",1060,"concentrate","SBR3",34
"2345","c35","tryptophan",1,"concentrate","SBR3",35
"2346","c36","tryptophan",1696,"concentrate","SBR3",36
"2347","c37","tryptophan",704,"concentrate","SBR3",37
"2348","c38","tryptophan",902,"concentrate","SBR3",38
"2349","c39","tryptophan",539,"concentrate","SBR3",39
"2350","c40","tryptophan",199,"concentrate","SBR3",40
